,Review,Label
62425,great introduction to digital marketing. i was able to obtain great insights on how the digital world impacts marketing and consumer behavior.,2
81988,"course is really helpful for whom start develop website, however, question set is too small so student can guess its answer in few trial (i don't like it).at the end, i admire your effort in these series and will keep joining the next course.",1
93327,"quiz and especially assignments were poorly written. spelling mistakes in slides is simply unacceptable in high-level academia, in my opinion. especially for a course designed for a global audience.",1
106211,"the capstone helped me to incorporate all the techniques absorbed in the previous three courses into my teaching technique. doubtless, there are hundreds of aspects and peculiarities to master, but i did enhance my overall teaching mastery, having completed the capstone.verdict: highly recommended:)best regards,rafael dauletesl teacher",2
231,it was very breathtakingly and i think that it is the best course within the business analytics specialization.,2
61476,"assignments were uninspired and some questions were weird. also, this textbook is horrible, and is presented in a very inconvenient format (pdf-only, two book pages per page of pdf so you can't effectively read it on a phone).",0
57133,"except the first two weeks of hard time on finding my way around the course management and its huge resources, the team of lecturers and mentors have done a great job on the preparation of this course.thank you for sharing your knowledge and skill online. i've learned a lot and plan to continue learning more on machine learning.",2
104804,the course is useful and essential not only for those studying statistics but machine learning,2
26235,translation from english only on the first slides. i thought it at all lectures. spent a lot of time beginning to study.,0
83473,"i started programming with python with no experience with python. i have completed two of the courses of python and it is getting interesting more and more! thank you dr.chuck , you can teach well though :p",2
27965,"i hate to say it, but this course is really really bad ... not practical at all. i'm not sure where this is all going. maybe by the fourth course in the series, 100 hours later of lectures, you might have something practical but this approach feels wrong. i'm sorry, it's a reputable school and who the hell am i, but one man's opinion: rethink how you go about introducing the newbie to graphic design as it's applicable to the real world.",0
100319,i dont recommend this course to anyone.the course content is not up-to-the mark.,0
101383,"in a word. excellent!i have learnt a lot during this course.even though there are no direct interactions during the videos, professor richard waterman still manages to keep it very engaging including excellent dry wit.i found the course quite challenging seeing as i have very little background in finance/business modelling, although i have sufficient work experience to help me through.the modules content was explained with clarity.thank you, coursera, thank you, professor richard waterman!",2
98224,when you finish the course you won't be able to print out your certificate so don't even waste your time with this bs website. i am beyond pissed rn and i'm reporting this to everyone this a real comment about this course too.,0
47976,it is great to take this course,2
61869,i could not upload a correct video as i do not have the knowledge to do so but i didnot get to finish the course which i think is unfair. there should be some other ways of uploading the homework. i have given two stars not because the course is not good but because i was unfairly given less marks and as below70% is not passed did not get to complete the course,0
51963,really good organized,1
76952,excellent introduction to python and computer programming language,2
70475,"oop explain clear , i like this course",2
55970,"great course. although it could be somewhat high-level to some (i disagree), the lectures and particularly the assignments provide a good insight into the ml algorithms.",2
115,good place to start if you don't know anything about 3d printing.,2
36252,"nice course, easy to follow!",2
96347,"i would recommend reading the docs on the bootstraps website, this course doesn't add much value to just the normal bootstrap docs",0
72275,"too reliant on materials directly collected by professor, too little context of larger artistic community.",1
71695,great course!,2
50864,very nice classes! i highly recommend it.,2
17106,interesting but not much practice despite the title.,1
42195,great course.,2
37546,great! platform to improve our skills.....,2
16002,"at first the topic was not as concrete as i would like however after i got into the rhythm of the course, and the more practical frameworks of the course, and was more proactive about the coursework, assignments and grading component i really am enjoying the course. would highly recommend.",2
84474,learned a lot. dr. chuck really makes his classes fun and informative.,2
67292,buddhism conversion course.,0
10612,"redundant, poor explanations and a complete lack of examples about the general concepts and the foundations of this discipline. the interaction between the teacher and the slides is limited to a reading exercise that does not provide any add value at all. very dissapointed and still wondering if this course is worth my attention -and extremely limited time- or not. plenty of room for improvement.",0
9906,"good overall but you should use better microphone, because sometimes it's hard to understand and improve your english.",1
57331,maths covered is very preliminary. but the coverage of course is great.,1
16912,if you do not know r studio or r programming this course will be very difficult for you. the fact that they state you dont need to know this program and then require you to use it to complete tests is unacceptable. week 2 test onward requires you to modify code or program code in order to get statistics required to answer the questions. their helpful hints cause errors when used mainly because you must know the correct syntax or placement of the code to get the correct answer.i'm very disappointed in this class and probably will not pass because i do not have the time to figure out how to program in r.,0
14291,good for starters..,1
3970,"very useful, informative and practical course! i highly recommend the course to all my friends!",2
52575,"i feel robbed. i did not get any feedback on my work. only a classmate gave their ok ""yes, there is something written"".i did not follow the course to get a ""certificate"" but to learn and to revceive feedback. if you don't have a special purpose for the certificate - don't pay a cent for this.",0
48715,"it is a great effort to try to explain writing an academic paper. i appreciate it. and unfortunately, these guys have an awful english accent. it is almost impossible to understand. moreover, their sentences are so long and complicated that makes it impossible to get it. nice try but it doesn't work :(best regards,dr. furkan",0
68631,"the overall quality of the course is good, but in my opinion the level is quite low and there is less content then i expected. the assignments are more or less copy-paste or very repetitive. the 5-8 hour work per week are a joke, i never needed more than 2.5h per week.",0
60455,"personally not a big fan of roger peng's approach while teaching. the lessons get a bit confusing, and so does the questions from the quiz.jeff leek's approach is more calm and simple.nevertheless, the course in general is really good.",1
52846,week 4 does not give enough explanation or extra resources and makes it unable to complete the exercises.,0
3398,"was very difficult to follow. this is a complex subject and the prof is trying his best, but there are times the explanation is not sufficient. instructions for installing gulp was not good. i was unable to complete the following exercises after gulp installation failed. instruction needs to be short and crisp. building on top of each other project has its negative. there must be solution at the end or at least a check point where you can start clean for the next project.",0
18134,"introductory course to data structures. the lectures are good, however the assignments are too much guided. sometimes you can get it done without actually understanding what is going on.",1
17238,great course with a lot of useful lesson. thank you university of alberta,2
13798,"i did learn. however, some info could of been better explained. i felt like some videos didn't really further my knowledge. and the lack of communication on the discussions by the professor, was quite unbelievable. more participation by the professor would be appreciated. i do understand there's many people doing this, but if other can, why couldn't he? maybe have an assistant?otherwise, like i said, i did learn a lot and i do appreciate it.",1
102557,excellent course! i have found exactly what i was looking for: a very clear and exciting explanation of the scientific foundations of buddhist thought. after that i am definitely continuing in both lines: meditation practice and study of the mind.,2
69551,"unfortunately, not very engaging.",0
103920,"the good:the idea of having the lectures in a q&a style, two experts in continuous conversation about the topic has a potentialthe bad:that potential is wasted on poorly planned lessons and course contentthe ugly:instructors run the swift code that is written during the lesson and they get a wrong result due to an error in the code. they both agree that the result is weird but then continue to explain that this is how swift works. in short, they are misleading and confusing you on a topic you are trying to learn.this is of course unintentional but gives you a clue about how the quality check on lecture videos are taken care of. details here: https://www.coursera.org/learn/swift-programming/discussions/dbk-sjo2eewnbbiwwhtgwq",0
39243,"the videos were very tedious and convoluted, in addition to being outdated. almost all of the methods were deprecated by the time i was taking this course. i wouldn't recommend this course at all.",0
96116,the accent and rhythm of jogesh makes it difficult to follow the course.there is no extra information in addition to the presentation. the teacher is only reading the slides which makes the experience quite limited/boring.the content is enough to get an idea of bootstrap basic functionality.,0
25217,this course needs a cleanup of loose ends on some of the assignments. some assignment requirements are very ambiguous and in some cases the solutions are not matching the requirements of what was due.,1
18706,"the peer-review assignment is not properly designed. from my own experience, colleagues tend to underestimate other people's projects. in addition, the peer-review had an extra/optional advanced component (analysing criminal patterns for a second city; comparing patterns across two cities), which i carried out but got no extra credit for. the extra work was not even part of the assignment classification -- there should be a bonus question for students who carry out the advanced part of the assignment!",1
24179,"the course could be improved by cutting the repetitive materials, avoiding the time-consuming drawing on the slides and be more precise on the wording.",0
88023,"sorry, the guy in the first video doesn't blink, which is very weird. the second video was so incredibly dry and boring that i completely lost interest. i know this could be a fascinating course with the proper videos and visuals to help people understand it.",0
41578,"enjoyable course, have to apply the fundamentals while solving problems and the instructor given the real world example of the failures and looking waiting for machine design part 2 and part 3.",2
80035,great course!!!,2
103062,"this course is not as well designed as the preceding courses in this certification. the instructor's lessons are poorly organized, his activities offer little value, and the quiz questions and answers are poorly written with regards to grammar and depth of knowledge. the author also does a lot of self-promotion with regards to his company, his research studies, and his book.the only positive to this class is that it progresses quickly, making the lack of quality more tolerable. had this been the first course in this certification, i would have dropped out and looked for a better program.",0
63958,best and 1st full course taken and completed in matlab and on coursera. the mentors were experts in their field. going to purchase this course now. i loved the process of this learning. thanks for providing such a beautiful platform.,2
6025,"short, effective and precise, contain all necessary for a initial learner about business model canvas. in my case, i am an intermediate learner, so it was not enough.",1
11634,"i thought at first according to the title of this course, that it should be an intro for c programmers. but it is more like a brush-up for already c++ programmers. be ready to take some other course or reading parallel. otherwise the homeworks are absolutely interesting and suitable for new-comer. it would be better if more videos with more details could be made.",1
33866,"if you've completed the first course in this specialization, then this is a repeat of a lot of the same information. i didn't find the teaching style very effective either, though it may work better for others.",1
100106,more interactive and dynamic videos would be bett,1
23859,"they talked a little about ldl and hdl which is good.but the rest was just a summary of avoid processed foods, eat less and eat less meat and ways to do it. it is important, but i thought the course lacked science and it was very very short.",0
79429,"this is a five week course. while it was very informative, i would have preferred longer lectures and more material to read. i finished the 5 week course in 5 days - hence making me question the value of it. in saying that, i really did enjoy it and the professor was great!",1
51336,it was great learning experience...thanks ma'am,2
65250,the voice is not good!,1
36482,"financial markets provided good information on the landscape of finance, mostly referring to usa. if you're from elsewhere (canada), this course would not really apply. some of robert shiller's ideas were unclear or lost as he was not the best communicator but his passion for finance was evident. the guest speakers, although high profile, were not the best choices, also because of issues with public speaking and generally getting ideas across. i expected more math involved for a course like this but shiller rather provided more of a historical account of finance. overall, it is a course worth taking if you're looking for a good overview of finance, how the industry works and how it became that way.",1
50687,i love this course very much.,2
23396,the videos were interesting and the lecturer captivating. overall an excellent course and finally the first course that i have been motivated enough to finish!,2
98537,"excellent course , a lot of motivation!",2
29871,very clear presentation by ellen,2
41477,this course was very informative.,1
61384,too many information just to be said.,0
45239,"it's a great course, that highly enriched both my brain and heart with new information. the journey through these 4 weeks was amazing and full of revelations of how your own brain works. thank you, dear professors for such an experience!",2
76696,think,2
45531,"while the instructors may be well versed in their fields, i felt the course took too long to get to the meat of the issue. i suppose i wanted a faster-paced course without a lot of hand-holding.",0
14672,introductory course mostly around installation and setup for the other courses in specializations,0
93239,"from my past experience, i know it’s not easy for people to take suggestions. but i still want to have a try this time.i had high hopes for this course, but i am quite disappointed. i think dr. peng needs to improve his teaching skills.1. good teaching is clear, concise, and right to the point. so please slow down, speak. don’t mumble.2. programming is a practical skill. so the best method to learn programming is to use step-by-step demos. you can talk about a concept for 5 to 10 minutes but i still can’t get it. use a demo and i can get it right away.3. don’t just try to cover the materials so you think you have done the teaching, try to understand how your students learn and make sure they really get it.4. if you haven’t covered some concept, don’t assume your students will understand it by magic.a good teacher can make the learning experience effortless and fun, a poor teacher makes it like a torture.",0
14828,"might be a good introduction for those completely new to computational tools, but not useful for those with any background in git or r. can be safely skipped.",1
75124,"very straight-forward and easy to understand, especially for those without coding experience.",2
100743,it shows you how opv works (which is a breakthrough technology) in a simple way without leaving the technical aspects of it.it's a serious course that requires full compromise to achieve it.,2
42587,"the best course! very informative, easy to understand... very complete!",2
35442,"this was a great course. it provided me with a high level of insight regarding diplomacy that i was eager to learn and know. i never studies anything to do with politics prior to this course, so i am surprised that i was able to follow the curriculum and enjoy it all at the same time.",2
15952,"this course is okay, kind of a bit slow-paced.",1
19514,"excelent introductory course to the subject of video and image processing, highly recommended!",2
3708,"very good introduction to arduino programming and the platform in general. however i expected it to be a more in depth course, however i would recommended it to anyone who just bought an arduino for the first time.",2
15905,"not all the dsds were useful, and some of the content is very dated (such is the nature of a mooc that isn't maintained), but it was useful to learn about methodologies and tools to think creatively about issues and solving problems.",1
10532,"as a backyard chicken owners, i find this course to be quite helpful in understanding how to better my chickens' living environment.thank you :)",2
101133,this course has two great projects .a simulated mip track and a physical lab track in which we will make a rover.if you are ambitious you can even implement slam on the ar track.ar track is on raspberry pie and the simulation track is on matlab.this course will give you the basics for a robotics career i believe.,2
61484,to much theory,0
105197,"great course, really comprehensive!",2
82692,"learned quite a bit, but course was not as good as the first course of the specialization.especially the presentations in week 4 are rather messy.",1
23507,learned a lot of the history of food and procedures it goes through to come to our table. this course helped me start making healthier decisions day to day.,2
97383,a good course for students who want to know about the evolution of life,2
35254,great class! it was very helpful to bring all of my new skills together for one final project.,2
90253,"similar to other courses in this specialization, the material is very nice (although slightly easy and straightforward), but the course instructors do not moderate the discussions enough to make them a useful tool. especially when i'm paying for the specialization, i would appreciate responses to my questions.",0
29428,"this is basically just one giant commercial for the web site. a whole lot of talk, but not a lot of information. i was going to finish the course anyway, to pick up what is in there, but i just cannot stand any more plugs. very disappointed.",0
94234,materials in class are not suficient to understand the subject. there is missing swirl excercises and other hands on practical work. in data science specialization this one is the one with most space for improvement. keep the good work. br,1
47906,it is really a great. i enjoyed it. it`s worth attending even if you knows these methods and ideas i`m sure it will impact everyone`s learning process.,2
14801,"great content, a little long course for the provided content",1
9056,"this is a hard subject to teach myself. i found the instruction distracting. i think in attempt to be enthusiastic the instructors frittered away my attention. by terrible coincidence, my computer blew up. real life intervened in that and other ways. i will continue to try to learn calculus, but this didn't work for me.",0
61565,"this class is more of a marketing 101 class than a digital marketing class. interesting, and probably a great class for someone looking for the basics of marketing.",0
33608,"if you are looking a general html course, this is for you. this provide general knowledge to create simple web pages, some basic html tags and a few practices. my expectation was to have a deeper knowledge of html5, spend more time reviewing difference between html5 version and the last ones but, i didn't get it, this why i'm giving just 3 starts",1
79372,"it was quick, but i was expecting some more views and videos of other professionals to get the additional learning.",1
102810,nice but demanding course. no course certficate is available after passing the course...,1
57180,"very informative and very detailed, yet teaches well enough to make it easy to understand and implement machine learning algorithms and practices.",2
15990,a must for engineers!!,2
13443,good and useful module.,2
13006,"i really liked this course. i learned so many details that will help me to improve my writing skills. i consider that the information is well developed because even though the topic is complex the professors were very precise when organizing the material.easy to follow, to understand, and to memorize. professors, thank you so much for your dedication preparing each video.",2
64625,8 hour waiting period after 3 tries is a pain in the arse. one more try and i would have had it.,0
84337,great experience and an amazing teacher:),2
101255,great lessons and great teacher.loved it all the way to the part ii,2
100289,"short and sweet and right down to the point, this course offers very basic techniques for being efficient in the workplace. nothing revolutionary, but very basic stuff that truly works. it does not take much time and effort to go through the course and immediately apply what you learn.i have been in the professional life for 4 decades now, but i still learned a few tricks that helped me get more transparency in how i spend my time.highly recommended.",2
29024,"this a life changing course. i urge to all students and working people -- no matter at which management level, to t take this course.",2
32389,fun and useful,1
102742,"very interesting course. good depth into the subject matter, a bit more enthusiasm from the professor could go a long way into making the course a bit more vibrant.",2
8369,the time / usefulness rate of this course is very low. most of the stuff they teach (at least in introduction) is very basic theory that's presented in not really interesting way.,1
60427,content could have been boiled down to about 3 lectures. most of it was common sense. the high level over view of the life cycle of data analysis projects was interesting and overall this was a good introduction to the field.,1
76042,great teacher!! anybody can follow him. i really enjoyed learning with him. thank you sir.,2
15194,"it is generally good course, but i feel it is just a combination of very little tools, skills and ideas. i believe it is quite complicate for me to understand, esspecial git and github. i think it is better to combine this course in other courses where you need it.",0
71814,"you have access to the material, but you have to pay 80 usd to take simple quizzes....",0
55464,"this course made me understand about machine learning and piqued my interest and more so importantly gave me that confidence that i can further study to deep dive. thanks mr. andrew ng, excellent course. i am recommending this course since then whoever showing an iota of interest in machine learning.",2
56620,this is one of the best machine learning class i have seen. i have see the actual stanford course for this class and the coursera class is very almost the same. this teacher is awesome and really knows his stuff. i use this course as a reference to machine learning. taken it several times,2
29013,"lecturer is really easy to understand, the ways he is using to describe something is understandable, a lot of examples. really like the system of validation, when you need to ""put marks"" for other people to pass assessment.",2
90657,"i have done the first 2 parts and i am half way through the 3rd and i am finding some of the information to be inaccurate. according to the nhs in the uk condom failure rate is 2%, not 15% as stated in this course. it also seems to put a bit too much emphasis on abstinence. i would recommend every one taking this course to do some further research into contraception and find out more accurate information.",1
40798,great course !!!!!! week two is an exceptional lesson on influence.,2
63235,"i understand that this is a project centered course, however i do not feel like i walked away with a solid foundation of what goes into creating synthesizer sounds. sure i learned that i can change parameters within a synthesis program and thereby get various sounds, but that's about all. i was expecting to gain fundamental understanding of the various parameters and what they really do and a more solid understanding of the process of creating custom patches rather then following an example and subsequently making minor adjustments so that it fits my style.",0
37186,i like it! brief but complete introduction to website world!,2
51676,its all reading no lectures..was boring,1
93232,not the easier way to learn r,1
69079,"the framework is ok, but it would be more insight on the functions would be much more amplifying the learning process.good working examples, though!",0
41291,"the content is too rich, and the explanation is too little. the no-feedback exam is misleading, difficult to pass. the course staff is not that helpful.",0
91026,thank you!,2
77995,very very nicely explained...,2
95490,"very knowledgeable professors, but very little explanation or actual 'teaching'. graded assignments require a lot of self-education.",0
90110,"a good course to get started with robotic motion planning. it starts from shortest path algorithm, configuration space to probabilistic roadmap and potential filed.",2
57728,best course for machine learning ever,2
3589,now i understand how gps planing routes work! i really like data structures and the importance of graphs,2
27782,really eye opening fun and educative,2
90994,"good course about nosql mongodb. i learned a lot about the course but it would have been better if the instructor would have given some emphasis on programming with unix machines like macs. he used windows and in many cases i would run into problems like running mongoid by including gem files that he provided. i had to downgrade from rails 4 to 3 and then to 5, etc hitting stackoverflow every time to sort out technical issues.",1
104249,"the teacher is a litlle abstract. maybe he would improve himself if he would give more tangible things, as methods.",2
71499,"i use a lot of java in my current job, but recently had a chance to dip my toes into scala for a recent project. i liked it so much, i decided to take this course to get a little more knowledge of the language.i have to say, i don't think you can get much better of a teacher for an intro to scala course than the designer of the language itself. the course was easy to follow, featured relevant assignments, and was quite useful. at one point, odersky mentions basing the course partially off of sicp and that seemed apropos -- the course was sort of a condensed, scala-based version of sicp.i'm definitely looking forward to taking the next course in the series.",2
19467,"i am very disappointed in this specilization/course. i am working as a business analyst in a data warehouse consulting firm, so i was highly motivated to take all the courses! however, lecturer's poor delivery has taked me aback! it is really hard to grasp the information when it has simply been read to you! the lecturer is always reading and it makes me sick (sorry!). anyway, i would not continue with the courses if nothing changed. in my opinion, if the lecturer respects students and his field of study, he does not read from the script and lack motivation...",0
16943,"the course was interesting, but unfortunately it really felt like it was tailored to a male audience. the metaphors, examples (ie ""surely you've taken part in team sports like american football"") and tone really made it feel like the course was aimed not at me, but at men. as a woman in an industry dominated by men, this was disappointing because i don't believe that i am any less deserving of a place at the top table, but this course made me feel like those kind of jobs weren't for me. i would prefer it if the course leaders would take the time to look at the content of this and other imba courses and ensure that the content takes on a more neutral tone, to make it feel more welcoming to people traditionally shut out of very senior roles",1
19290,"the prof is so good, even an amateur cant help falling in love with the subject",2
12838,not recommend. very basic and videos are only 2 - 3 minutes.,0
93804,"the teacher goes very fast with the concepts without really spending much time on each of them. it will be great if instead of covering all things in short amount of time, the teacher could write r code using each type of function in console so that students know exactly what to expect.",0
69359,excellent for people with no chinese language experience and also very helpful as review for beginners with some experience.,2
53321,sad to know that i need to pay inorder to get a online certificate.,1
17933,"the course has nearly nothing to do with the previous themes. i already have had enough knowledge, but as there is no support by the team it seems to be rather time consuming for others.",0
96671,not the best tutor but perhaps one of the worst. hard to understand what he's trying to say.,0
8392,"the course was very useful with what knowledge it provides. however, it would be better if there were more hands-on exercises on relevant stuff. the exercises are too easy and boring. tougher exercises should be added and more time should be spent on the hadoop ecosystem part. knowing the history helps but it should not replace more important topics.",1
56785,excellent choice for beginners in machine learning or data analysis,2
83522,"useful and detailed, optimistic and interesting, thanks teacher",2
29302,very well taught,2
72159,"this is a good course to get you thinking about your future classroom. however, do not expect it to necessarily challenge you to think in depth about your practice or provide engaging discussion via the forums.nevertheless, a good way to get you thinking critically about how you want to run your classroom and provide examples and suggestions.",1
72203,"clearly, the instructor is passionate about the beatles (as am i). however it's really hard to talk about the music of the beatles and not nine able to even quote from their songs, much less play their music! no songs, no music for fear of being sued!takes a good deal away from the course!",1
15140,the real basics of data analysis. the course is not bad i would just say it may be too simple even for an introductory course,1
81185,"the course discussed a great deal of very important information, but the instruction was very rushed, and often lacked the specific details needed - for example, formulas were sometimes left out, and it was assumed you could/would just ""figure it out."" the quizzes were very detailed and specific - which i do not disagree with - but i feel as though they sometimes focused on minutiae rather than large or critical concepts.there were also several spelling and grammar mistakes throughout the quizzes.",1
9917,"you really need prior coding experience to understand the training. i also was very disappointed in the teaching. we have an incredible opportunity to improve education, and i feel that this course is merely an extension of current learning techniques. it was extremely difficult for me to fully participate without paying. i was using this course to make a specific android app to control my wheelchair. i act as an analyst for my programmer husband. so i fully understand code architecture, but absolutely hate coding by hand. this course glossed over coding however it is far more code intensive then i was led to believe.",0
67089,"the lesson is really boring , and the lecturer just reads the slides. and there is no any interaction on the slides, or explaining on the graphs and meaning of sentence. just read it through. i am enough of this kind of lesson.",0
2870,"great methodology, provides all you require to be able to apply it in real life.",2
85357,it is so much fun . and i learn a lot from it.,2
27980,great course,2
19377,"some interesting topics and detailed insight, but the course could be more systematic.",1
8734,too much information loaded.,1
103628,lack of examples.,1
106011,no structure for the course,0
88624,"excellent course. i wish there was more evaluations or points taken from the videos. perhaps requirements to evaluate them, compare them and get observations form fellow students and teachers.i noticed that george sometimes had no reaction to gina n some of the videos and perhaps this was necessary in order to make sure he stood on neutral ground. like to have had george's thought's on this.also perhaps one video going through the whole process from beginning to end would have helped show a complete model.but this course is one of the best i have ever taken and i want to thank john hopkins university and coursera for providing it.jack comer",2
63381,"very interesting issue, the professor knows his stuff and communicates his knowledge intelligibly and attractively.",2
11092,great class! many different new ideas to wor,2
71776,this course deliver good and essential knowledge to the learner.thanks to prof. rudolf leuschner and coursera team,2
40391,extremely fun and helpful!!,2
99907,it could be better.,1
4864,really good! totally recomended...,2
93110,not enough support!i,0
18457,great course,2
12679,"the course content is very poorly explained. the quiz questions don't really test what was taught in the lectures, and the assignments are just copying and pasting things. i feel like i still have a very poor understanding of what was supposedly covered in the course. i cannot generalise or apply the 'learned' information or skills to other topics or researches because i didn't actually understand the core concepts or how to use the programs.",0
105500,not very challenging. will be more better if there are case studies in the quiz and we answer questions applying the knowledge from the video lectures to the case studies.,0
99572,very little new and does not include more complex sensitivity analysis for corporate valuation,0
33665,"it was good but little bit too fast, and not obvious, i suppose it would be better it was over 6weeks for html5 things only.",1
1649,a very helpful introduction to business analytics.,2
62941,"disadvantages : lacks rigour, lacks support from instructors , expensive , peer review ( this is somewhat bad as most barely give any comments, though towards the end, reviews tend to be pretty good). *** disclaimer *** i am not statistically significant as i only receive 3 reviews per week.advantages :quick to earn cert, prewritten code available for easy use. assignments on your own data. this is probably useful for people wanting to learn techniques for data analysis, who need not go too deep into the technique.i would recommend this to people learning techniques for data analysis in various non-mathematical and non-statistical fields, though the content lacks rigour, and you need outside sources to help understand techniques.this course is not worth paying usd79, there are definitely other courses much more worth the money. you can audit it for free, if you do not want a cert.",1
100502,"there was very little actual content in this course, and i can't say i learned very much. in hindsight, i wish i hadn't paid for a verified certificate.",0
48977,"this course is not terrible, i learned a few things, but it is poorly designed.some things are explained as if to people who aren't familiar with the concepts at all, while others are explained as if to people who must already know a lot about the concepts. i often felt lost. the ""quizzes"" did not help, you could do well on them without actually understanding things (i remember one multiple-choice question where the options were something like (a) ""arrhenius's first law"", (b) ""arrhenius's second law"", (c) ""arrhenius's third law"", and you didn't even have to look at the question or know what the law was to know the answer because only one of arrhenius's laws had been mentioned in the course at all).there are two types of videos in this course. in one type, the professor is in a lab or kitchen or classroom or something and is physically demonstrating things. these videos are useful and mostly understandable. the other type of videos are lecture-style things that appear to have literally been sliced out of some other more thorough set of videos - sometimes the professor refers back to ""earlier"" parts of the lecture that we haven't actually seen before. concepts and variables are often introduced without even mentioning what they refer to.",0
97608,"excellent, insightful thought provoking course",2
25322,"teaching quality is good, but more example needed.",2
52236,looking forward to learning more from these astounding teachers.,2
90148,no much staff in it,0
76078,it is a great course for beginners. the casual approach of the professor made concepts stick to our brain. thank you,2
82795,very good lectures and hands on example.,2
105118,"it was an extremely inspiring course, thanks!!!!!",2
34970,"the course started a month late, when it finally started it was boring. i can' believe i paid for the certificate. despite paying for it i'm not going to bother completing it.",0
101850,i am very happy with the course content.after first module my understanding of using social media for my benefit is bit improved.i am sure after specialization i ll be able to run my business well. i am an artist and need social/digital marketing to get noticed. professor randy hlavac speech is clear and thoughtful which is very easy to follow for non native english speakers. i am glad i am his student and looking forward to learn more.,2
10164,"i enjoyed the contents and homeworks. overall the delivery was very good, and i have grasped a lot.the main reason that i won't give 5 stars is the program assignment. i have spent and wasted 3 weeks to work on the tools, yes, tools, not the subject matter. course should clearly indicate that the assignment only works in linux/unix environment, and need to further test the scripts in most popular linux os platforms, different c++ versions, and different python versions.",2
3744,"this is a good introduction course. but!but, i don't think it's worth to pay 61 dollar for a couple of hours of lectures, that you can finish during 1 day.i'm really disappointed with the fact, that it's not possible to go through quizes and assignments without payment. what if i can't pay right now, but will be able to pay at the end to receive my certificate? i should go through the course again and i will be late for all assignments, so will have to wait for another course session... very-very inconvenient.and, yep, coursera reduce the effect of learning with not providing quizes for those who are auditing only.",1
101335,course is helpful as a refresher to econ and business students who took some statistics in college. someone who has never taken such courses will probably find this course much less helpful.,1
19553,"it is too simplified to get a real view of the 90's economic situation , especially the 91-93 years.to talk about transition between a and c , better to talk about a and not only about b and c.it is an useful course for general knowledge of russia , it as a start , for more accurate analyses i could advise this ( in russian) :https://openuni.io/course/2/and thathttps://openuni.io/course/3/",1
35590,"excellent course, with plenty of practice example.",2
91888,"if dr. chuck is teaching the course, then i'm taking the course!",2
59435,"i have tried and tested multiple courses on machine learning. this course's usp is the in-detail theoretical treatment of the machine learning algorithms with a focus on quick prototyping using a simple language such as octave. don't get me wrong - for my purposes, i always prefer python to r and r to octave. r and python might have great ml libraries, but if you wish to get your hands dirty with the engineering behind those algorithms, the build, that is - then octave is great!. i think it's a much needed skill, to understand the design of these algorithms in greater detail. it's a more liberating experience than being reliant on limited degrees of freedom provided by some packages in r or python.",2
39072,"while there were many typos in screenshots and code examples, this course has been a tremendous help to me as i reinforced some things i already knew about javascript and learned new concepts about the javascript language (like coding in events or working with the dom). i definitely feel like a more confident programmer, even though i do wish the instructor could've explained some things in more detail (like when to use the dot attribute notation over the setattribute method).",1
61810,ii like this course very much,2
21939,the worst! i don't recommend you to take any course from this institute. it is just wasting time and money.,0
6624,a wealth of information - a true resource for anyone interested in the subject matter.,2
44448,my first completed mooc on coursera – great knowledge and very interesting.,2
26754,great course! learnt a lot which i never knew before... thank you yaakov!!,2
56990,"this is an excellent course. the instructor provides extremely clear explanations, both from the theoretical viewpoint as well as regarding the intuition of the ideas underlying the algorithms. the course provides a complete overview of the field in a concise manner. the exercises help absorb and understand the material. strongly recommended to anyone wishing to learn (and work hard).",2
105866,it is a perfect course!special thanks to prof. sachs.,2
101111,"this course was terribly underwhelming. there is no interaction from the wharton staff, nothing that connects this to anything learned in the specialization, and nothing that even resembles a case study. grades are subjectively assigned on a very narrow grading scale by peers and the format of the assignment doesn't allow for enough explanation to develop a thesis. of any information given to the student is from magazine/newspaper/journal articles without data and we are tasked with identifying a business solution to a problem with little context. very disappointed in this offering. after taking the data analysis specialization offered through duke university i know what a capstone course should be and this course is so far from that it should be removed from the course catalog.",0
66739,"several errors on the correction of exercises, not so deep material about the statistical analysis.",1
9748,"i think this is really best course on courseera, teacher is just amazing, he is explaining very clearly and with good humor",2
4564,"the course has some valuable information, however course materials and videos are not so helpful. if you already have some knowledge about statistics and excel, it will be a lot easier to follow the instructor's lectures, otherwise i don't feel how a beginner could really follow up on this course. some topics are run through so quickly that they are confusing to students.",1
18027,"it was really focused on high level concepts of different technologies, the level was really basic. no details have been served.",0
9132,this comical man makes me very annoy.,0
60375,"a much awaited end for a very compelling specialization! nevertheless, the work felt a little bit lonely since there was not any input from faculty staff, which led to some unsatisfactory feeling after some peer reviews.other than that, it was a great opportunity to make a very interesting research and analysis in the framework of what we have learn in the topics of microeconomics, macroeconomics and data presentation.",1
